MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
2.5583,31,4.606334841628959,1.1334841628959276,1263,2.8574660633484164,32.75,-117.07
2.1862,36,3.8020833333333335,0.9979166666666667,2097,4.36875,34.04,-118.21
4.0357,17,6.472843450479234,1.0798722044728435,873,2.7891373801916934,40.74,-124.17
4.8603,52,6.776758409785932,1.018348623853211,714,2.183486239,38.55,-121.48
2.0357,39,5.003225806451613,1.1387096774193548,684,2.206451612903226,39.51,-121.55
2.6424,18,5.405479452054794,1.1136986301369862,1899,2.6013698630136988,39.37,-123.38
3.6607,25,4.771084337349397,1.0602409638554218,569,2.285140562248996,33.62,-117.94
4.8269,25,5.351351351351352,0.8972972972972973,522,2.8216216216216217,37,-121.97
3.725,32,6.266272189349112,1.0207100591715976,1019,3.014792899408284,38.68,-121.42
1.5625,21,3.930909090909091,0.9236363636363636,715,2.6,39.4,-123.36
4.1389,19,4.4787234042553195,1.0292553191489362,1224,3.255319149,37.42,-121.91
3.2431,14,52.848214285714285,11.410714285714286,265,2.3660714285714284,37.64,-119.02
5.0762,11,5.915540541,1.0675675675675675,765,2.5844594594594597,35.54,-117.84
4.5795,43,5.866666666666666,1.025,651,2.7125,34.01,-118.44
2.5658,14,4.815483870967742,1.0916129032258064,1277,1.647741935483871,38.29,-122.47
3.0437,33,4.705996131528046,1.0154738878143132,1466,2.8355899419729207,33.92,-117.44
2.148,46,4.273838630806846,1.0464547677261613,1707,4.173594132,34,-118.27
7.3521,32,6.775757575757575,1.0545454545454545,818,2.478787878787879,37.99,-122.54
7.313,35,7.061482820976492,1.0216998191681737,1562,2.824593128390597,37.43,-122.11
3.4184,20,4.721481481481481,1.045925925925926,3690,2.7333333333333334,34.03,-117.69
6.0362,20,5.082959641255606,1.0695067264573992,1941,2.1760089686098656,33.77,-118.12
7.1463,31,6.534632034632034,1.0151515151515151,1349,2.91991342,34.24,-118.24
2.5211,46,3.6847935548841892,1.0755287009063443,4153,4.182275931520644,34.11,-118.2
4.9286,13,6.5285714285714285,1.1311688311688313,1912,2.483116883116883,38.12,-122.58
5.3911,27,5.452586206896552,0.9310344827586207,660,2.8448275862068964,37.24,-121.92
3.2935,35,4.2894736842105265,1.1282894736842106,822,2.7039473684210527,38.44,-122.7
5.828,27,6.090909090909091,0.9963636363636363,785,2.8545454545454545,34.06,-118.16
10,19,5.505592841163311,1.1655480984340045,777,1.738255033557047,33.97,-118.46
1.95,50,4.814814814814815,1.0266666666666666,2300,3.4074074074074074,34,-118.32
13.8093,7,6.517241379310345,0.896551724,84,2.896551724137931,37.31,-122.11
1.9056,25,3.6958424507658645,1.0831509846827134,1745,3.8183807439824946,36.75,-120.38
1.6875,52,4.703225806451613,1.032258064516129,395,2.5483870967741935,37.84,-122.28
1.8932,44,4.782608695652174,0.9948849104859335,1345,3.4398976982097187,34.18,-118.16
3.5556,33,4.951859956236324,1.1181619256017505,1626,3.5579868708971554,33.93,-118.08
1.6896,21,3.527363184079602,1.0912106135986732,1812,3.0049751243781095,32.75,-117.11
2.6103,2,7.30859375,1.59765625,707,2.76171875,37.52,-120.88
3.0714,31,4.231378763866878,1.0491283676703644,1535,2.4326465927099843,34.04,-118.44
2.125,28,5.007017543859649,1.0666666666666667,692,2.4280701754385965,40.53,-122.39
1.7865,19,4.2215189873417724,1.1582278481012658,1048,3.3164556962025316,37.93,-122.35
1.7986,32,3.6473429951690823,0.9903381642512077,681,3.289855072463768,36.68,-119.73
4.7578,31,5.671052631578948,1.0175438596491229,599,2.6271929824561404,32.85,-116.94
3.0536,35,5.318435754189944,0.994413408,480,2.6815642458100557,40.62,-124.18
1.6563,16,5.125,0.9375,542,16.9375,35.34,-120.69
4.9107,33,6.568965517241379,0.9885057471264368,508,2.9195402298850577,34.02,-118.1
3.7067,45,4.843283582089552,1.0970149253731343,1064,3.970149253731343,33.98,-118.34
5.1663,25,6.186153846153847,0.9753846153846154,2178,3.350769230769231,37.25,-121.82
3.682,32,5.453194650817236,1.136701337295691,1986,2.9509658246656763,34.69,-118.13
3.6398,27,5.952702702702703,1.0518018018018018,1455,3.277027027027027,38.21,-121.32
3.8333,34,4.6761904761904765,0.9904761904761905,1025,3.253968253968254,33.92,-117.89
2.5743,9,6.587012987012987,1.2961038961038962,832,2.161038961038961,34.59,-120.14
2.6417,13,5.8215297450424925,1.1997167138810199,1796,2.543909348441926,38.2,-120.57
1.6875,33,3.6095444685466376,0.9869848156182213,1077,2.336225596529284,35.27,-120.66
5.1221,4,6.176178660049628,1.0252274607113316,6945,2.872208436724566,32.75,-116.94
4.6357,4,6.042193026781202,1.0447195553309752,10877,2.7481051035876707,33.15,-117.27
1.9844,32,4,1.0375,991,6.19375,37.48,-122.2
3.48,52,4.757281553398058,1.0679611650485437,689,2.2297734627831716,37.83,-122.26
6.0634,15,5.935275080906149,1.0679611650485437,841,2.721682848,33.68,-117.78
3.8929,19,4.974293059125964,1.025706940874036,1126,2.8946015424164524,34.1,-117.81
1.7841,34,5.171348314606742,0.9943820224719101,1019,2.8623595505617976,37.03,-120.61
5.791,36,5.275,0.95625,373,2.33125,37.34,-121.96
5.4903,23,6.013921113689095,0.9605568445475638,1401,3.2505800464037122,32.85,-117.01
4.7344,29,6.444155844155844,0.9948051948051948,1188,3.085714285714286,34.04,-117.31
2.7321,28,5.043269230769231,1.1298076923076923,705,3.389423076923077,36.85,-121.79
3.7813,30,4.656551724137931,0.993103448,1990,2.7448275862068967,34.12,-118.17
6.9712,5,7.241805635422657,1.0123634272570443,11956,3.437607820586544,34.26,-118.9
4.6184,36,5.760135135135135,1.010135135135135,871,2.9425675675675675,33.95,-118.02
4.8311,15,6.3478260869565215,1.0644122383252819,2240,3.607085346215781,34.03,-117.62
5.9199,25,5.786666666666667,0.9866666666666667,199,2.6533333333333333,34.16,-118.21
4.3194,40,4.734042553,0.9964539007092199,804,2.851063829787234,33.92,-118.15
3.9864,12,5.2558575445173386,0.9831302717900656,2595,2.4320524835988753,37.71,-121.73
1.9386,17,4.406103286384977,1.363849765258216,1288,3.023474178403756,33.2,-117.38
1.7292,33,4.513677811550152,1.1367781155015197,1544,4.693009118541034,36.62,-119.31
4.35,36,5.962343096,1.0251046025104602,573,2.397489539748954,37.95,-122.32
2.6098,23,6.385542168674699,1.0983935742971886,1829,3.6726907630522088,36.18,-119.27
4.175,47,5.344594594594595,1.0382882882882882,990,2.22972973,37.98,-121.3
4.5982,44,5.506849315068493,1.0794520547945206,961,2.632876712328767,34.01,-118.41
2.7079,21,4.857425742574257,1.0257425742574258,1326,2.625742574257426,38.61,-121.33
4.8125,31,4.684331797235023,1.0956221198156681,1532,1.7649769585253456,34.04,-118.49
6.2007,4,5.769570011025358,1.2227122381477398,1690,1.8632855567805953,37.53,-122.26
1.223,30,4.020761246,1.1003460207612457,1207,4.176470588235294,33.98,-118.29
3.0139,35,3.606060606060606,1.2121212121212122,377,3.808080808080808,37.34,-121.92
4.0764,32,4.979716024340771,1.127789046653144,989,2.006085192697769,34.16,-118.36
1.7062,28,4.370967741935484,0.9838709677419355,246,3.967741935483871,34.3,-118.43
2.6324,35,4.173745173745174,1.027027027027027,691,2.667953667953668,32.79,-116.96
4.8021,45,5.927536231884058,1.0434782608695652,340,2.463768115942029,37.74,-121.42
3.25,20,4.720930233,1.1162790697674418,494,2.872093023255814,33.83,-117.94
7.6886,25,6.911949685534591,1.0566037735849056,407,2.559748427672956,33.73,-118.32
2.8882,10,7.8519736842105265,1.582236842105263,863,2.838815789473684,33.68,-116.3
2.3967,38,4.278728606356968,1.0048899755501222,1398,3.4180929095354524,34.19,-118.15
4.1842,34,7.020576131687243,1.1358024691358024,628,2.5843621399176953,34.36,-119.71
2.7058,28,3.3763085399449038,1.0815426997245179,3586,1.9757575757575758,34,-118.43
3.5179,36,6.339195979899498,1.0075376884422111,927,2.329145728643216,38.59,-121.37
4.8036,45,5.344748858447488,1.052511415525114,1092,2.493150684931507,37.75,-122.49
4.5909,16,5.475877192982456,1.0964912280701755,1357,2.9758771929824563,33.63,-117.71
3.1281,19,5.428,1.024,1823,3.646,35.36,-118.94
2.2721,45,4.253112033195021,1.0428769017980637,1635,2.2614107883817427,38.31,-122.29
3.6696,40,5.230769230769231,1.0796703296703296,1183,3.25,34.1,-118.09
4.5607,32,4.720930233,0.9767441860465116,2839,5.501937984496124,33.72,-117.91
1.7426,33,4.993318485523385,1.1514476614699332,1160,2.5835189309576836,39.73,-121.82
5.1664,32,5.825454545454545,1.1527272727272728,752,2.7345454545454544,37.16,-122.12
5.6441,18,6.089593383873191,1.0523776705720194,3946,2.7195037904893176,33.91,-117.94
9.8708,24,8.377464788732395,1.0394366197183098,1997,2.812676056338028,37.83,-122.03
4.7283,11,5.421348314606742,0.9812734082397003,1633,3.0580524344569286,38.44,-122.76
3.6434,51,4.600600601,1.0990990990990992,669,2.009009009009009,34.09,-118.26
3.7043,17,5.677966101694915,1.0554699537750385,1939,2.987673343605547,38.03,-121.97
6.9136,5,8.756906077348066,1.3646408839779005,510,2.817679558,33.48,-117.22
2.3269,35,4.614754098360656,1.0846994535519126,1135,3.101092896174863,32.73,-117.11
1.9052,38,4.203773584905661,1.0773584905660378,1697,3.201886792,34,-117.41
2.1969,47,5.767676767676767,1.1245791245791246,570,1.9191919191919191,37.65,-121.01
4.6484,2,6.406607369758577,1.059720457433291,2784,3.537484116899619,37.59,-120.98
2.8973,8,4.518394648829432,1.0167224080267558,2033,2.266443701,38.71,-121.28
3.7562,17,5.728215767634855,1.0394190871369295,1128,2.340248962655602,38.64,-121.34
2.7857,28,5.417391304347826,1.1021739130434782,1202,2.6130434782608694,39.47,-123.8
2.2868,16,5.220843672456576,1.1129032258064515,1634,2.0272952853598016,35.25,-120.68
3.1771,15,6.549668874172186,1.218543046357616,406,2.6887417218543046,37.5,-119.8
2.1441,22,4.193979933110368,1.112876254180602,3222,2.6939799331103678,32.61,-117.07
5.2452,18,6.923990498812351,0.9928741092636579,1340,3.182897862232779,38.25,-122.61
2.1103,8,4.814814814814815,1.3812104787714543,2143,1.9358626919602528,33.74,-117
5.5608,34,6.089552239,0.9813432835820896,690,2.574626865671642,33.94,-117.97
3.851,16,6.912408759124087,1.1897810218978102,477,3.4817518248175183,35.17,-120.43
3.069,35,5.317280453257791,0.9291784702549575,1155,3.271954674220963,36.81,-119.79
4.5769,35,5.891447368421052,1.0592105263157894,988,3.25,37.73,-122.42
2.5729,14,5.27049696,1.0104843782763682,35682,7.482071713,33.35,-117.42
3.25,32,5.220883534136546,0.9397590361445783,712,2.859437751004016,34.69,-118.15
2.7009,35,5.752631578947368,1.0105263157894737,590,3.1052631578947367,38.69,-121.37
8.1586,36,6.954451345755694,1.020703933747412,1298,2.6873706004140785,37.86,-122.16
2.9338,18,2.866228070175439,0.9671052631578947,884,1.9385964912280702,34,-118.41
2.4821,24,4.769491525423729,1.1084745762711865,501,1.6983050847457628,37.73,-121.92
4.9083,52,6.749253731343283,0.9791044776119403,819,2.444776119402985,37.9,-122.28
3.0739,16,5.835051546391752,1.0309278350515463,731,2.5120274914089347,39.04,-121.41
4.875,26,6.9,1.15,100,5,33.96,-118.37
5.8632,52,6.956228956228956,1.0740740740740742,981,3.303030303030303,34.07,-118.34
4.4063,15,6.1044303797468356,1.0031645569620253,1237,3.9145569620253164,34,-117.5
5.5292,16,6.875,1.0150862068965518,1414,3.0474137931034484,34.11,-117.68
4.526,19,7.042780748663102,1.0106951871657754,517,2.764705882352941,36.79,-119.63
5.5376,42,7,1.0204081632653061,116,2.367346939,38.04,-121.22
1.8109,29,3.805223068552775,1.192600652883569,2994,3.2578890097932534,33.79,-118.19
3.5774,14,5.409185803757829,1.0375782881002087,1371,2.862212943632568,38.16,-121.14
5.1473,16,6.663690476190476,0.9627976190476191,1990,2.9613095238095237,37.66,-120.95
5.1104,26,5.5300668151447665,0.9175946547884187,1538,3.425389755011136,33.89,-118.06
3.2788,29,5.2620689655172415,1.032183908045977,1215,2.793103448275862,38.01,-121.3
3.8839,44,5.299813780260708,1.0260707635009312,1232,2.2942271880819365,37.9,-122.53
2.6083,27,3.5095320623916813,0.9792027729636048,2189,3.7937608318890814,34.06,-118.18
3.825,27,4.5245098039215685,0.9117647058823529,1014,4.970588235294118,33.88,-118.08
5.1433,23,5.297413793103448,1.0948275862068966,687,2.961206896551724,36.96,-121.69
2.6544,12,5.958333333333333,1.2916666666666667,517,2.154166666666667,38.06,-120.4
4.25,44,4.5927152317880795,0.9271523178807947,984,3.2582781456953644,33.8,-118.21
4.381,34,6.005763688760807,0.9769452449567724,868,2.5014409221902016,36.15,-120.37
4.2045,16,7.266129032258065,1.1155913978494623,1106,2.9731182795698925,36.52,-119.54
3.4327,31,4.3429394812680115,1.063400576368876,1548,4.461095100864553,34.07,-117.99
2.9137,46,4.915730337078652,0.9747191011235955,754,2.1179775280898876,37.66,-120.99
6.8374,27,6.972527472527473,1.021978021978022,464,2.5494505494505493,37.37,-122.09
1.684,22,4.801255230125523,1.0627615062761506,1654,3.4602510460251046,36.28,-119.2
4.4519,26,5.722397476340694,0.943217666,963,3.0378548895899056,38.61,-121.29
2.0729,42,3.768907563,0.9621848739495799,1094,4.5966386554621845,34.01,-118.09
1.9929,30,2.682722513089005,1.0041884816753928,3909,4.093193717277487,33.98,-118.23
3.625,18,6.469135802469136,1.1419753086419753,469,2.8950617283950617,38.37,-122
4.625,36,24.5,3.5,28,14,36.51,-119.54
5.1068,35,5.534124629080119,0.9940652818991098,1074,3.1869436201780417,34.25,-118.48
1.9946,16,4.853131749460043,1.0842332613390928,1206,2.6047516198704104,40.51,-122.34
3.8512,30,5.189309576837417,0.9398663697104677,1255,2.7951002227171493,34.64,-120.45
5.5792,35,5.469740634005763,0.9913544668587896,1123,3.2363112391930837,34.26,-118.47
3.2768,35,6.035398230088496,0.9977876106194691,1290,2.853982300884956,38.36,-121.99
3.3571,52,7.034883720930233,0.9767441860465116,411,2.389534884,37.77,-122.26
3.1442,21,4.709163346613546,0.9681274900398407,733,2.9203187250996017,34.65,-120.45
6.4415,15,7.077981651376147,1.048165137614679,1262,2.8944954128440368,33.83,-117.76
4.0729,16,5.297297297297297,1.0432432432432432,454,2.454054054054054,33.84,-116.51
2.067,31,4.413566739606127,1.0109409190371992,1462,3.199124726477024,34.06,-117.96
4.2679,26,5.627565982404692,1.0117302052785924,1326,3.8885630498533725,32.59,-117.05
10.1675,23,8.834285714285715,1.0671428571428572,2165,3.092857142857143,37.54,-122.36
6.5755,23,5.137640449438202,0.9297752808988764,891,2.502808988764045,33.87,-118.37
2.8021,33,4.794561933534744,1.1299093655589123,1159,3.501510574018127,33.84,-117.89
1.3942,38,3.566137566137566,0.9417989417989417,701,3.708994708994709,38.68,-121.76
4.119,32,4.651234567901234,0.9104938271604939,1326,4.092592592592593,34.04,-117.97
3.5039,32,4.205630354957161,1.062423500611995,2583,3.1615667074663403,37.65,-122.41
6.0162,20,5.639830508474576,0.9830508474576272,1275,2.7012711864406778,33.82,-118.03
3.2545,27,4.962472406181015,1.0286975717439293,1644,3.629139072847682,36.61,-121.83
5.8758,16,5.122696155871512,1.1642969984202212,3026,1.5934702474986835,34.05,-118.41
1.9107,36,4.912863070539419,1.3112033195020747,672,2.788381742738589,35,-117.65
2.4537,20,5.508219178082192,1.1835616438356165,1658,2.271232876712329,38.62,-121.34
5.4446,37,6.176691729323308,0.9849624060150376,620,2.330827067669173,37.81,-122.18
1.9906,29,8.970967741935484,1.9903225806451612,890,2.870967741935484,38.88,-122.72
2.2589,33,4.3264516129032256,1.0193548387096774,2318,2.990967741935484,34.19,-118.42
2.5893,27,4.209966777408638,1.0817275747508306,4673,3.104983388704319,33.92,-118.12
2.2937,42,1.9865470852017937,1,582,2.609865470852018,34.05,-118.31
3.0833,39,5.715277777777778,1.0138888888888888,329,2.2847222222222223,38.61,-121.37
4,38,5.1658536585365855,1.0634146341463415,561,2.7365853658536587,33.86,-118.33
3.6875,39,4.436018957345971,0.91943128,691,3.2748815165876777,33.98,-118.09
4.6528,27,5.018965517241379,0.9689655172413794,1773,3.056896551724138,34.28,-118.71
3.8558,15,6.086687306501548,1.0247678018575852,1118,3.461300309597523,34.07,-117.39
3.371,17,4.04969697,0.9733333333333334,3381,4.098181818181819,33.76,-117.93
6.177,20,6.938461538461539,0.9769230769230769,831,3.1961538461538463,37.68,-121.91
3.184,20,3.863888888888889,1.0916666666666666,856,2.3777777777777778,33.65,-117.92
3.2375,36,5.058181818181819,1.029090909090909,1025,3.727272727272727,34.01,-118.07
2.1311,36,3.1661849710982657,1.0679190751445087,2931,4.235549132947977,33.78,-118.26
2.8,27,4.420494699646643,0.9964664310954063,503,1.7773851590106007,34.44,-119.74
12.1579,14,8.402515723,1.0534591194968554,1113,3.5,34.18,-118.21
10.7237,21,8.837606837606838,1,323,2.7606837606837606,37.41,-122.18
4.3173,32,5.850948509485095,1.065040650406504,981,2.658536585365854,38.03,-122.36
2.2132,46,4.687344913151365,0.967741935,971,2.4094292803970223,36.51,-119.55
5.2557,25,5.343373493975903,0.9623493975903614,2653,3.9954819277108435,34.02,-118.06
2.4526,29,5.782051282051282,1.121082621082621,1700,2.421652421652422,41.31,-122.3
2.3684,17,4.795857988165681,1.0355029585798816,706,2.088757396449704,38.57,-121.33
6.396,35,5.863636363636363,0.9829545454545454,453,2.5738636363636362,37.62,-122.04
2.0455,52,3.8979591836734695,1.0612244897959184,106,2.163265306122449,35.39,-119.02
2.0893,21,4.836734693877551,0.9673469387755103,960,3.9183673469387754,37.93,-121.24
4.9,42,5.929765886287625,1.2040133779264215,815,2.725752508361204,33.83,-118.19
1.3365,37,2.317773788150808,1.0556552962298025,1846,3.3141831238779176,37.76,-122.42
4.2136,26,4.69683908,1.132183908045977,1427,2.050287356321839,37.33,-121.96
3.0673,38,4.881019830028329,1.1161473087818696,711,2.0141643059490084,37.73,-122.14
3.6058,52,4.983240223463687,1.037243947858473,1181,2.1992551210428304,32.73,-117.13
3.7546,28,5.756613756613756,1.0158730158730158,1512,2.6666666666666665,37.8,-121.2
3.1944,29,5.979591836734694,1.0233236151603498,915,2.6676384839650145,36.22,-119.35
4.9079,26,6.153452685421995,1.051150895140665,1313,3.3580562659846547,34.26,-119.21
4.1861,52,4.1735537190082646,1.0082644628099173,573,2.3677685950413223,33.99,-118.45
3.875,44,5.599537037037037,1.0115740740740742,1045,2.4189814814814814,34.15,-118.02
1.8095,31,4.129094412331407,1.0057803468208093,2276,4.3853564547206165,33.9,-118.23
2.6726,29,7.2,1.0731707317073171,902,4.4,35.64,-119.19
4.1287,26,3.9365079365079363,0.9047619047619048,781,2.4793650793650794,33.86,-117.98
5.0853,26,5.916496945010183,1.0264765784114054,1452,2.9572301425661913,33.68,-117.89
5.1074,27,5.2835820895522385,0.9365671641791045,1024,3.8208955223880596,34.28,-118.77
6.0928,35,6.058479532163743,0.9298245614035088,908,2.654970760233918,34.17,-118.57
4.2241,20,5.630769230769231,1.0216783216783216,5094,3.5622377622377623,32.6,-117.04
4.1292,28,3.9095238095238094,1.0333333333333334,1575,3.75,33.82,-118.27
3.1833,20,5.078341013824885,0.9447004608294931,852,3.9262672811059907,32.69,-117.09
2.0133,35,3.0200803212851404,0.9578313253012049,2059,4.134538152610442,34.07,-118.22
2.9405,52,5.5581737849779085,1.0957290132547866,1461,2.1516936671575846,37.86,-122.26
2.1518,35,3.303030303030303,1.0454545454545454,1605,4.863636363636363,34.04,-118.3
2.875,44,6.08,1.3142857142857143,494,2.822857142857143,39.34,-122.05
6.992,22,6.529202279202279,0.9779202279202279,4319,3.076210826210826,37.55,-122.03
6.1935,6,6.275964391691395,1.0148367952522255,927,2.750741839762611,35.64,-117.67
0.9946,30,3.3317073170731706,1.1219512195121952,920,2.2439024390243905,33.91,-118.08
2.4878,14,5.144410613310135,1.0635058721183124,6640,2.888212266202697,34.1,-117.34
2.2201,29,4.525252525252525,1.1338383838383839,1650,4.166666666666667,32.68,-117.09
4.8295,37,5.516034985,1.0116618075801749,1039,3.0291545189504374,34.19,-118.52
2.9915,20,4.3942414174972315,1.0310077519379846,2629,2.911406423,37.97,-122.03
6.0531,25,5.833333333333333,1.0021097046413503,1666,3.5147679324894514,33.8,-117.81
3.7175,17,6.606914212548015,1.089628681177977,2344,3.001280409731114,33.73,-116.94
1.3451,30,4.6644295302013425,1.2114093959731544,1116,3.7449664429530203,35.38,-118.99
0.9722,10,2.6923076923076925,1.0769230769230769,125,3.2051282051282053,37.8,-122.27
8.8636,12,7.717777777777778,1.0355555555555556,1569,3.486666666666667,33.59,-117.68
1.4196,18,4.575757575757576,1.0242424242424242,483,2.9272727272727272,34.58,-117.4
2.3293,31,4.673866090712743,0.9848812095032398,959,2.0712742980561556,36.78,-119.78
4.2269,14,5.874371859296482,0.9824120603015075,1003,2.520100502512563,38,-122.26
3.3941,22,5.4506079027355625,0.9984802431610942,3526,2.6793313069908815,38.74,-121.26
1.4712,44,5.867924528301887,1.2226415094339622,931,3.513207547169811,34.02,-118.31
4.1797,25,4.786407766990291,1.0161812297734627,977,3.161812297734628,34.44,-119.79
4.7019,14,6.466409266409267,1.0864864864864865,2916,2.2517374517374518,33.15,-117.11
2.2727,10,4.934027777777778,1.0763888888888888,1443,2.5052083333333335,36.59,-119.61
7.5557,36,7.743396226415094,1.0830188679245283,699,2.637735849056604,32.73,-117.23
2.1776,35,4.545263157894737,1.0357894736842106,1694,3.566315789473684,32.67,-115.5
1.4676,17,5.497076023391813,1.3654970760233918,798,2.3333333333333335,39.08,-122.8
1.125,36,4.4409090909090905,1.165909090909091,1437,3.265909090909091,37.91,-122.33
3.0491,34,4.498721227621483,1.10230179,1282,3.278772378516624,33.97,-118.04
10.7309,52,7.850364963503649,1.0218978102189782,762,2.781021897810219,37.73,-122.47
1.8814,43,3.8662207357859533,0.9732441471571907,1074,3.591973244147157,33.95,-118.27
3.038,33,5.504249291784703,1.246458923512748,1526,4.3229461756373935,34.14,-117.95
5.6286,23,6.369127516778524,1.0134228187919463,399,2.6778523489932886,37.51,-122.46
5.7072,21,6.284875183553598,0.9882525697503671,2216,3.2540381791483113,37.53,-122.02
6.4956,33,6.297587131367292,1.0911528150134049,954,2.557640750670241,33.81,-118.38
4.5293,19,6.920661157024793,1.1305785123966943,1827,3.0198347107438015,38.34,-122.31
4.0109,23,5.440633245382585,0.9920844327176781,1302,3.4353562005277043,33.21,-117.34
15.0001,32,9.166340508806263,1.0567514677103718,1512,2.958904109589041,37.56,-122.36
4.6458,17,4.901960784313726,1.0196078431372548,141,2.764705882352941,37.26,-121.76
4.2471,4,5.816950633464395,1.0589777195281782,6420,2.8047182175622543,37.68,-120.94
2.2554,39,4.134185303514377,1.0543130990415335,1140,3.642172523961661,34.04,-118.32
2.5333,43,5.9753086419753085,1.228395061728395,434,2.6790123456790123,37.72,-122.47
7.2354,52,7.117166213,0.9945504087193461,901,2.455040871934605,37.85,-122.24
4.1739,40,4.510638298,1.0893617021276596,667,2.8382978723404255,37.79,-122.2
0.9274,38,4.3428571428571425,0.8571428571428571,65,1.8571428571428572,38.53,-121.4
4.0036,13,5.843930636,1.0404624277456647,1363,2.626204238921002,38.63,-121.34
4.575,36,4.9879154078549846,1.039274924471299,1062,3.2084592145015107,37.37,-121.98
2.7652,13,4.670020120724346,1.0845070422535212,1066,2.1448692152917506,38.62,-121.27
4.9286,43,5.980487804878049,1.1902439024390243,491,2.395121951219512,38.1,-122.49
3.5637,40,4.414388489208633,1.087769784172662,1190,1.7122302158273381,34.15,-118.34
3.5491,41,4.423076923076923,0.9576923076923077,729,2.8038461538461537,37.35,-121.98
4.8088,19,6.297087378640777,1.0601941747572816,1334,2.5902912621359224,38.66,-121.23
4.6648,10,5.395209580838324,0.9760479041916168,698,4.179640718562874,32.69,-117.03
4.6477,36,5.570019723865878,0.9723865877712031,1394,2.749506903353057,33.86,-117.94
4.0368,52,4.761658031088083,1.1036269430051813,413,2.139896373056995,37.85,-122.25
2.0595,20,4.712871287128713,0.9683168316831683,1581,3.130693069306931,36.98,-120.63
4.2204,29,5.8457223001402525,1.040673211781206,2096,2.9396914446002804,32.63,-117.06
1.7411,35,5.369158878504673,1.294392523364486,909,4.247663551401869,33.93,-118.23
2.8214,29,4.763527054108216,0.9539078156312625,1669,3.344689378757515,36.94,-121.8
2.3886,14,4.805714285714286,1.0380952380952382,1297,2.4704761904761905,32.76,-117.07
3.8917,11,7.147163120567376,1.3581560283687943,1539,2.728723404255319,34.99,-118.61
3.8661,6,5.924432081594808,1.1316643486323597,6085,2.8210477515067223,35.62,-120.67
6.5635,10,6.982708933717579,1.0259365994236311,1213,3.4956772334293946,33.9,-117.96
4.3,27,4.7063953488372094,1.0232558139534884,831,2.4156976744186047,36.61,-121.92
6.5533,34,6.431154381,1.0862308762169681,1572,2.1863699582753826,34.14,-118.39
5.5255,40,5.0162162162162165,1.0108108108108107,521,2.8162162162162163,33.92,-118.37
2.3603,17,4.073743016759776,1.1564245810055866,1987,2.2201117318435752,34.1,-117.59
5.9356,14,6.688195991091314,1.017817371937639,2915,3.2461024498886415,37.11,-121.65
4.337,26,5.994263862332696,1.0019120458891013,1385,2.6481835564053537,37.37,-118.45
5.1831,26,2.018348623853211,0.926605505,322,1.4770642201834863,37.37,-122.22
4.6628,44,6.589905362776025,1.0977917981072556,837,2.640378548895899,37.59,-122.38
5.0086,36,5.101190476190476,0.9285714285714286,448,2.6666666666666665,37.38,-122.08
5.1773,52,6.358558558558559,1.0342342342342343,1177,2.120720720720721,37.84,-122.24
4.75,35,5.626984126984127,1.1031746031746033,1247,3.298941798941799,33.86,-117.94
2.3261,20,3.412621359223301,1.0024271844660195,850,2.063106796116505,32.75,-117.12
2.6852,33,5.312849162011173,1.0335195530726258,1168,3.2625698324022347,36.7,-120
0.4999,36,2.5,0.8333333333333334,15,2.5,33.9,-118.04
13.3036,50,7.660766961651918,1.0029498525073746,964,2.8436578171091447,34.04,-118.49
5.8186,52,4.796839729119639,0.9729119638826185,1014,2.288939051918736,37.31,-121.9
2.3882,47,4.364085667215815,1.126853377265239,2374,3.911037891268534,33.98,-118.34
6.7064,16,7.796690307328605,1.066193853427896,1542,3.645390070921986,37.27,-121.87
3.9792,22,5.855203619909502,0.9841628959276018,1198,2.7104072398190047,40.8,-124.02
3.1478,22,4.165838509,1.0788819875776396,2620,1.6273291925465838,34.17,-118.46
3.5096,33,4.921259842519685,0.952755906,970,2.545931758530184,37.74,-121.44
3.0294,42,4.919449901768173,1.0864440078585462,1550,3.045186640471513,34.07,-117.74
2,52,5.303030303030303,1.0822510822510822,725,3.1385281385281387,38.03,-121.88
1.9338,43,3.2420091324200913,1.0776255707762556,1506,3.4383561643835616,37.78,-122.23
4.4536,23,5.746867168,1.0300751879699248,969,2.4285714285714284,37.98,-121.99
2.589,27,3.785234899328859,0.9798657718120806,1511,2.0281879194630874,36.98,-122.01
2.5966,32,3.6710526315789473,0.9917763157894737,2361,3.883223684210526,33.96,-118.22
2.8274,43,4.080733944954129,1.0091743119266054,1598,2.932110091743119,33.99,-118.33
3.2125,19,5.2075471698113205,1.2169811320754718,314,2.9622641509433962,34.68,-118.27
2.1953,15,5.164835164835165,1.205128205128205,599,2.1941391941391943,38.92,-122.59
5.8479,25,6.611553784860558,1.0577689243027888,1560,3.1075697211155378,37.26,-121.89
6.0394,16,6.298742138,0.9433962264150944,1172,3.6855345911949686,33.88,-117.97
5.3433,39,7.260869565217392,1.0753623188405796,872,2.527536231884058,37.93,-122.31
3.1953,15,5.178571428571429,1.1717687074829932,1340,2.2789115646258504,36.8,-119.72
4.1862,15,5.538551401869159,1.1168224299065421,2043,2.3866822429906542,38.33,-122.3
7.5,9,6.852631578947369,0.9315789473684211,682,3.5894736842105264,38.15,-122.58
